gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,196370540,-0.9343475699424744,-0.8687534332275391,-9.693302154541016,0.016337156295776367,-0.07642434537410736,0.011570865288376808
2206,196370650,-0.9426172375679016,-0.8613653779029846,-9.691816329956055,0.016677187755703926,-0.03665381669998169,-0.01551793422549963
2206,196370760,-0.9325488805770874,-0.8581852316856384,-9.690197944641113,0.03229726478457451,0.018531853333115578,-0.02947820909321308
2206,196370880,-0.9393762946128845,-0.8570435047149658,-9.68989372253418,0.038113437592983246,-0.0841389149427414,-0.005393709987401962
2206,196370990,-0.9334666132926941,-0.8635156750679016,-9.696264266967773,0.12366409599781036,-0.05833687260746956,-0.04495260491967201
2206,196371100,-0.9419668316841125,-0.8620942234992981,-9.683586120605469,0.0699235275387764,-0.058278221637010574,-0.05250677838921547
2206,196371210,-0.9418644905090332,-0.8650239706039429,-9.69198226928711,0.03206539526581764,-0.09303874522447586,-0.0350315161049366
2206,196371320,-0.9377128481864929,-0.8607245087623596,-9.692052841186523,-0.01250279787927866,-0.07351633906364441,-0.029546774923801422
2206,196371420,-0.9368688464164734,-0.8579645752906799,-9.696577072143555,-0.008673046715557575,-0.0032437294721603394,-0.02613089233636856
2206,196371530,-0.9370629787445068,-0.8560604453086853,-9.696613311767578,-0.03788914531469345,-0.043926168233156204,-0.002253663958981633
2206,196371660,-0.9435362219810486,-0.8598535656929016,-9.694537162780762,0.10168178379535675,-0.02721819467842579,-0.0045384629629552364
2206,196371760,-0.9322479367256165,-0.8613744378089905,-9.69038200378418,0.03818570822477341,-0.0706932321190834,-0.015290622599422932
2206,196371870,-0.9485328793525696,-0.8706802129745483,-9.688027381896973,0.021757394075393677,-0.07926758378744125,-0.019228314980864525
2206,196371990,-0.9270172715187073,-0.8660719394683838,-9.704566955566406,0.07220964878797531,-0.06928793340921402,-0.03970211744308472
2206,196372110,-0.9311349391937256,-0.8662533164024353,-9.690086364746094,-0.034304484724998474,-0.04682743176817894,-0.02391316182911396
2206,196372210,-0.9338498711585999,-0.8644855618476868,-9.700226783752441,0.07817245274782181,-0.021287722513079643,-0.00279828323982656
2206,196372320,-0.9382966756820679,-0.8685896396636963,-9.709758758544922,0.06135651096701622,0.020234111696481705,0.009891282767057419
2206,196372430,-0.9337872266769409,-0.8578819632530212,-9.690587043762207,0.06915266811847687,-0.04382821172475815,-0.021747661754488945
2206,196372540,-0.9540936350822449,-0.8729879856109619,-9.686712265014648,0.018052397295832634,-0.0527653843164444,-0.012256326153874397
2206,196372660,-0.9393894672393799,-0.858450174331665,-9.691253662109375,-0.008797845803201199,-0.04702119156718254,0.008501658216118813
2206,196372770,-0.9391225576400757,-0.8598262667655945,-9.690994262695312,0.005037830676883459,-0.0972379818558693,-0.02215917408466339
2206,196372880,-0.9361082315444946,-0.8602392077445984,-9.690832138061523,0.04603155329823494,-0.07812082022428513,-0.039882585406303406
