gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,197688450,-0.8606381416320801,-0.7276999354362488,-9.704117774963379,0.04315520450472832,-0.0066912174224853516,-0.06338807195425034
2206,197688570,-0.8516959547996521,-0.7338445782661438,-9.708349227905273,0.03754197806119919,-0.048760008066892624,-0.04030472785234451
2206,197688690,-0.8543519973754883,-0.7309165596961975,-9.717870712280273,0.008569404482841492,-0.05923561006784439,-0.030551282688975334
2206,197688810,-0.8580568432807922,-0.7265626192092896,-9.716309547424316,0.017424948513507843,-0.06146755442023277,-0.024181384593248367
2206,197688920,-0.8530164957046509,-0.7210652828216553,-9.712241172790527,0.031105592846870422,0.004086364060640335,-0.026950055733323097
2206,197689020,-0.861770510673523,-0.7292323708534241,-9.713912963867188,0.09662491083145142,-0.0742710530757904,-0.037517063319683075
2206,197689130,-0.8540014624595642,-0.7256647348403931,-9.709962844848633,0.013782371766865253,-0.03485305234789848,-0.009454791434109211
2206,197689240,-0.8624657988548279,-0.7206869125366211,-9.72396183013916,-0.060217782855033875,-0.029684828594326973,0.004748985171318054
2206,197689370,-0.857724666595459,-0.7259741425514221,-9.714245796203613,-0.03765338286757469,-0.010390883311629295,-0.01801460236310959
2206,197689490,-0.8608020544052124,-0.7278933525085449,-9.706808090209961,0.2752609848976135,-0.12435213476419449,-0.027304966002702713
2206,197689600,-0.8504211902618408,-0.7326059341430664,-9.709266662597656,-0.09417401999235153,-0.005545649211853743,-8.59076390042901e-05
2206,197689710,-0.8504574298858643,-0.7219740748405457,-9.7238187789917,0.03995154798030853,-0.02371303364634514,-0.001087145647034049
2206,197689820,-0.8656437993049622,-0.7388862371444702,-9.704930305480957,0.0684504583477974,-0.09044675529003143,-0.054330047219991684
2206,197689930,-0.8532494306564331,-0.7381511330604553,-9.721006393432617,-0.09110762178897858,0.004226112738251686,0.020118949934840202
2206,197690050,-0.865863561630249,-0.7317227721214294,-9.713050842285156,0.075136698782444,-0.024770647287368774,-0.00010668001777958125
2206,197690160,-0.8559997081756592,-0.7259050607681274,-9.716046333312988,-0.010984955355525017,-0.02917841076850891,-0.019190354272723198
2206,197690270,-0.8540424704551697,-0.7256261110305786,-9.71135139465332,0.021218236535787582,-0.06486133486032486,-0.0418628454208374
2206,197690370,-0.8586257100105286,-0.7334342002868652,-9.711429595947266,0.06535837054252625,0.02394065260887146,-0.030324069783091545
2206,197690480,-0.8451111912727356,-0.7271120548248291,-9.723627090454102,-0.07875733077526093,0.017676882445812225,-0.01803445816040039
2206,197690580,-0.8525205850601196,-0.7335628867149353,-9.713396072387695,0.06146925315260887,-0.045353963971138,-0.01997358351945877
2206,197690680,-0.8622046709060669,-0.7346054911613464,-9.709118843078613,0.13260941207408905,-0.06304189562797546,-0.014481214806437492
2206,197690790,-0.8567654490470886,-0.7336618304252625,-9.714308738708496,-0.0204720888286829,-0.02334665134549141,-0.011706826277077198
2206,197690900,-0.8568907976150513,-0.7287803292274475,-9.714499473571777,0.05106188356876373,-0.03604288771748543,-0.031182751059532166
2206,197691020,-0.8498702645301819,-0.7312214374542236,-9.710046768188477,-0.04619234800338745,-0.05560307577252388,0.004655145574361086
2206,197691130,-0.8491118550300598,-0.7374917268753052,-9.711856842041016,0.0042052436619997025,0.025664620101451874,-0.026487210765480995
2206,197691230,-0.8533984422683716,-0.7293829917907715,-9.718017578125,0.06666270643472672,-0.04034880921244621,-0.04081739857792854
2206,197691340,-0.8531553149223328,-0.7355475425720215,-9.725883483886719,0.010568158701062202,-0.0036357950884848833,-0.04265638813376427
2206,197691450,-0.8564193248748779,-0.7270808815956116,-9.713052749633789,0.04940669238567352,-0.0010579789523035288,-0.04389156028628349
2206,197691560,-0.857143759727478,-0.7377083897590637,-9.714805603027344,0.05752890184521675,-0.045713819563388824,-0.02635643258690834
2206,197691680,-0.8460686802864075,-0.7326075434684753,-9.716453552246094,-0.0017295919824391603,-0.03763636201620102,-0.017339883372187614
2206,197691800,-0.8564534187316895,-0.7171110510826111,-9.707937240600586,0.007594682741910219,0.00936694722622633,-0.0017462905962020159
2206,197691900,-0.8560296297073364,-0.727481484413147,-9.713888168334961,0.07834838330745697,-0.08028897643089294,-0.0012884745374321938
2206,197692010,-0.849862277507782,-0.7357441782951355,-9.705423355102539,0.0664869099855423,-0.014614968560636044,0.009620449505746365
2206,197692130,-0.8612388968467712,-0.7206664681434631,-9.713412284851074,0.10653544962406158,-0.03544867783784866,0.009195040911436081
2206,197692240,-0.8531796932220459,-0.7209205031394958,-9.715201377868652,-0.06575759500265121,0.01900518126785755,0.014976810663938522
2206,197692340,-0.8479772806167603,-0.7211340665817261,-9.721646308898926,0.0796617791056633,-0.05098720267415047,-0.01121138408780098
2206,197692450,-0.8548479676246643,-0.7268036007881165,-9.715441703796387,-0.047396156936883926,-0.021038969978690147,-0.02049468271434307
2206,197692560,-0.857599139213562,-0.7309397459030151,-9.711382865905762,0.028159629553556442,0.052481234073638916,-0.04808144271373749
2206,197692660,-0.863884687423706,-0.7284425497055054,-9.714247703552246,0.050762251019477844,-0.04504002630710602,0.026784665882587433
2206,197692790,-0.857554018497467,-0.7193444967269897,-9.707005500793457,-0.003906418569386005,-0.055585507303476334,-0.04688287898898125
2206,197692910,-0.8583663105964661,-0.7282549142837524,-9.708152770996094,0.09714803844690323,-0.028904767706990242,-0.028718864545226097
2206,197693020,-0.8618673086166382,-0.7211859822273254,-9.712006568908691,-0.0460219532251358,0.07415737956762314,0.016229700297117233
2206,197693130,-0.853154182434082,-0.72679203748703,-9.715868949890137,0.007943953387439251,-0.031324807554483414,0.017537716776132584
2206,197693240,-0.8659409880638123,-0.7156233191490173,-9.705459594726562,0.11637639254331589,-0.06672363728284836,-0.04063814878463745
2206,197693360,-0.856896162033081,-0.7266637682914734,-9.715384483337402,-0.04664735123515129,0.024576837196946144,0.02980317361652851
2206,197693460,-0.8500726819038391,-0.7251591682434082,-9.7179536819458,0.0695410743355751,-0.029919713735580444,0.010747776366770267
2206,197693580,-0.8587431311607361,-0.7293851375579834,-9.700928688049316,0.06958890706300735,-0.010592671111226082,-0.018250325694680214
2206,197693690,-0.8553604483604431,-0.7289685606956482,-9.702580451965332,0.06646786630153656,0.014076142571866512,0.006510726176202297
2206,197693810,-0.8620039224624634,-0.7271071672439575,-9.717419624328613,-0.07623879611492157,-0.0057997871190309525,0.00820900034159422
2206,197693940,-0.8631884455680847,-0.7229289412498474,-9.710260391235352,0.09598901122808456,-0.014257966540753841,0.026145409792661667
2206,197694040,-0.8591989874839783,-0.7163247466087341,-9.719623565673828,0.025522293522953987,-0.02885625883936882,-0.020874345675110817
2206,197694160,-0.8537311553955078,-0.7174060344696045,-9.716383934020996,0.1293811798095703,-0.05548520013689995,0.0024408588651567698
2206,197694270,-0.8613274693489075,-0.7184790968894958,-9.710124015808105,0.08551549166440964,0.005239785648882389,-0.025113431736826897
2206,197694380,-0.8515035510063171,-0.7159529328346252,-9.719012260437012,-0.12343311309814453,0.030314160510897636,0.01307709887623787
2206,197694480,-0.8580321073532104,-0.7175058722496033,-9.711516380310059,0.12392666190862656,-0.0890558585524559,-0.04121161997318268
2206,197694590,-0.8498673439025879,-0.7290728092193604,-9.708288192749023,-0.00981576181948185,-0.00634800223633647,0.013745447620749474
2206,197694700,-0.8553793430328369,-0.7236577868461609,-9.70850944519043,-0.06302992254495621,-0.022630948573350906,0.03885148838162422
2206,197694810,-0.8539249897003174,-0.7168372273445129,-9.71008014678955,-0.10089413821697235,0.01233458798378706,-0.032398588955402374
2206,197694920,-0.8590150475502014,-0.7262247800827026,-9.703180313110352,0.16403566300868988,-0.1504041850566864,-0.02510991320014
2206,197695020,-0.8588806986808777,-0.7246826887130737,-9.716817855834961,-0.09617850184440613,-0.0010290706995874643,-0.03551822528243065
2206,197695130,-0.8572019338607788,-0.7168890833854675,-9.718435287475586,0.08627635985612869,-0.05387261137366295,0.013121680356562138
2206,197695240,-0.8616985082626343,-0.7324659824371338,-9.709320068359375,0.08736914396286011,-0.04762113094329834,-0.026764564216136932
2206,197695350,-0.8596673607826233,-0.7234382033348083,-9.7188081741333,-0.07812052220106125,-0.00986984372138977,-0.029807159677147865
2206,197695470,-0.8604599237442017,-0.7197982668876648,-9.71444320678711,0.05526285991072655,-0.011968046426773071,-0.029687929898500443
2206,197695590,-0.8494309782981873,-0.7269058227539062,-9.723514556884766,0.012196386232972145,-0.08145321905612946,-0.04901178181171417
