gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195450920,-0.9381640553474426,-0.8597310781478882,-9.69275188446045,0.047943949699401855,-0.1171150952577591,0.003440522588789463
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451040,-0.9438134431838989,-0.8687307238578796,-9.693283081054688,0.04043467342853546,-0.055235374718904495,-0.018142499029636383
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451140,-0.9460780620574951,-0.8609926104545593,-9.692523956298828,-0.005288287997245789,0.0001321881718467921,-0.05408478528261185
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451250,-0.9375264048576355,-0.8664725422859192,-9.693450927734375,0.00010052850848296657,-0.06783296167850494,-0.022218428552150726
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451370,-0.9365224242210388,-0.8701692223548889,-9.694122314453125,0.006081119645386934,0.005692075472325087,-0.013604331761598587
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451470,-0.9435001015663147,-0.8662436604499817,-9.689136505126953,0.09930235892534256,-0.04496109113097191,0.005566384177654982
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451580,-0.9420967102050781,-0.8584476113319397,-9.6837797164917,0.027726074680685997,-0.04491636902093887,-0.015193230472505093
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451690,-0.9352568984031677,-0.8690339922904968,-9.693289756774902,0.05173340067267418,-0.005273244343698025,-0.055484838783741
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451800,-0.9438639283180237,-0.8689745664596558,-9.696032524108887,0.023363681510090828,-0.047242116183042526,-0.034305840730667114
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195451910,-0.9486335515975952,-0.8676633834838867,-9.693589210510254,0.06744373589754105,-0.04701685905456543,0.005484030116349459
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452010,-0.9392868876457214,-0.8546040654182434,-9.692605972290039,0.032524265348911285,0.00867216382175684,0.02068568952381611
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452120,-0.940567672252655,-0.8600025773048401,-9.695052146911621,0.024944394826889038,0.013932433910667896,0.004940879065543413
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452230,-0.9390278458595276,-0.8586279153823853,-9.689176559448242,0.03081325814127922,-0.030202852562069893,-0.04859714210033417
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452350,-0.9391416311264038,-0.864510715007782,-9.689122200012207,0.013639588840305805,-0.047917090356349945,-0.019496925175189972
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452460,-0.9393499493598938,-0.8622625470161438,-9.688390731811523,0.10607921332120895,-0.049893297255039215,0.007055565249174833
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452570,-0.9382096529006958,-0.865970253944397,-9.68504524230957,0.06272315979003906,0.008559704758226871,-0.04032577574253082
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452680,-0.9405093789100647,-0.8663405776023865,-9.698362350463867,0.018189802765846252,-0.02630431018769741,0.011855370365083218
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452790,-0.9450728893280029,-0.8593005537986755,-9.705451011657715,0.015889350324869156,0.03717580437660217,-0.05752960219979286
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195452910,-0.9451109170913696,-0.8595709204673767,-9.694242477416992,0.047389354556798935,-0.018022602424025536,-0.030298694968223572
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195453030,-0.9488266706466675,-0.8567909598350525,-9.68757438659668,0.04203794151544571,-0.03730066493153572,-0.018024127930402756
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195453130,-0.9399638772010803,-0.8541944026947021,-9.696747779846191,0.018960068002343178,-0.05982812121510506,-0.05172494053840637
gps_week,gps_millisecs,x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro
2206,195453250,-0.9391606450080872,-0.8591499924659729,-9.6943941116333,0.012239224277436733,-0.10097770392894745,-0.013048467226326466
